title,year,rating,votes,popularity,genres,language,description,adult,movie_id
Lost in Translation,2003,7.388,7766,5.7871,"Drama, Romance, Comedy",en,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",False,153
The Umbrellas of Cherbourg,1964,7.4,849,4.5639,"Drama, Romance",fr,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",False,5967
Falling Down,1993,7.386,3927,3.0032,"Crime, Drama, Thriller",en,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,False,37094
The Triplets of Belleville,2003,7.4,1002,1.6092,"Animation, Comedy, Drama, Family",fr,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",False,9662
A Time to Kill,1996,7.386,2772,6.7374,"Crime, Drama, Thriller",en,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",False,1645
Selma,2014,7.4,2272,1.294,"History, Drama",en,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",False,273895
Miss You Already,2015,7.4,679,1.2955,"Comedy, Drama",en,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,False,290762
Big Fish & Begonia,2016,7.384,464,1.4252,"Animation, Adventure, Fantasy",zh,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",False,271706
The Last of the Mohicans,1992,7.4,3283,7.2219,"Action, History, Romance, War",en,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",False,9361
Clerks,1994,7.384,2646,8.4982,Comedy,en,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",False,2292
Braindead,1992,7.384,1770,4.3777,"Horror, Comedy",en,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",False,763
The Wailing,2016,7.383,1937,3.1037,"Horror, Mystery",ko,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,False,293670
Why Don't You Play in Hell?,2013,7.383,308,3.5006,"Drama, Action, Comedy",ja,"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie.",False,134350
Interstate 60,2002,7.383,742,7.7152,"Adventure, Comedy, Fantasy, Drama",en,An aspiring painter meets various characters and learns valuable lessons while traveling across America.,False,20312
Scooby-Doo and the Ghoul School,1988,7.4,304,3.1515,"Animation, Family, TV Movie, Mystery, Fantasy",en,"Scooby, Shaggy and Scrappy are on their way to a Miss Grimwood's Finishing School for Girls, where they've been hired as gym teachers. Once there, however, they find that not only is it actually an all-girl school of famous monsters' daughters but there's a villainess out to enslave the girls.",False,13350
Legends of the Fall,1994,7.383,2752,6.8163,"Drama, Western, Romance, War, Action",en,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",False,4476
The Collini Case,2019,7.382,419,2.8775,"Drama, Thriller",de,A young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case.,False,570661
A Dog's Way Home,2019,7.4,1160,3.5343,"Drama, Adventure, Family",en,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",False,508763
The Piano,1993,7.381,1597,8.1877,"Drama, Romance",en,"When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",False,713
The Fighter,2010,7.381,4565,2.3354,Drama,en,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",False,45317
Interview with the Vampire,1994,7.381,6196,5.8526,"Horror, Drama, Fantasy",en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",False,628
Migration,2023,7.38,2133,11.2528,"Family, Comedy, Adventure, Animation",en,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",False,940551
The Stronghold,2021,7.38,1368,4.9821,"Thriller, Action, Crime",fr,"A police brigade works in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",False,637534
Pain and Glory,2019,7.38,1854,2.3293,Drama,es,"Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation.",False,519010
The Death of Superman,2018,7.38,796,3.9865,"Science Fiction, Animation, Action, Drama, Fantasy",en,"When a hulking monster arrives on Earth and begins a mindless rampage, the Justice League is quickly called in to stop it. But it soon becomes apparent that only Superman can stand against the monstrosity.",False,487670
Rudolph the Red-Nosed Reindeer,1964,7.38,623,4.3674,"Animation, Family, TV Movie, Adventure",en,"Sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his glowing nose, teams up with Hermey, an elf who wants to be a dentist, and Yukon Cornelius, the prospector. They run into the Abominable Snowman and find a whole island of misfit toys. Rudolph vows to see if he can get Santa to help the toys, and he goes back to the North Pole on Christmas Eve. But Santa's sleigh is fogged in. But when Santa looks over Rudolph, he gets a very bright idea...",False,13382
Neon Genesis Evangelion: Death and Rebirth,1997,7.4,473,2.1743,"Animation, Drama, Science Fiction",ja,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangelion, with some minor differences.",False,21832
